#query	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000001_03196	COG1595@1|root,COG1595@2|Bacteria,1V4N0@1239|Firmicutes,24HY7@186801|Clostridia,26540@186807|Peptococcaceae	186801|Clostridia	K	Belongs to the sigma-70 factor family. ECF subfamily	-	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4,Sigma70_r4_2
MGYG000000001_01305	COG0571@1|root,COG0571@2|Bacteria,1TPGC@1239|Firmicutes,249QD@186801|Clostridia,36FEP@31979|Clostridiaceae	186801|Clostridia	J	Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism	rnc	-	3.1.26.3	ko:K03685	ko03008,ko05205,map03008,map05205	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019,ko03036	-	-	-	Ribonucleas_3_3,dsrm
MGYG000000001_02725	COG0496@1|root,COG0496@2|Bacteria,1TS2T@1239|Firmicutes,24BI5@186801|Clostridia,36F35@31979|Clostridiaceae	186801|Clostridia	S	Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates	surE	-	3.1.3.5	ko:K03787	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346	RC00017	ko00000,ko00001,ko01000	-	-	-	SurE
MGYG000000001_02275	COG1284@1|root,COG1284@2|Bacteria,1TR9J@1239|Firmicutes,24BGW@186801|Clostridia,25RQX@186804|Peptostreptococcaceae	186801|Clostridia	S	Uncharacterized protein conserved in bacteria (DUF2179)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2179,YitT_membrane
MGYG000000001_03065	COG0707@1|root,COG0707@2|Bacteria,1UQ6A@1239|Firmicutes,248FR@186801|Clostridia,25QU0@186804|Peptostreptococcaceae	186801|Clostridia	M	Monogalactosyldiacylglycerol synthase	ugtP	-	2.4.1.315	ko:K03429	ko00561,ko01100,map00561,map01100	-	R02689,R04377	RC00005,RC00059	ko00000,ko00001,ko01000,ko01003	-	GT28	-	Glyco_tran_28_C,Glycos_transf_1,MGDG_synth
MGYG000000001_02358	COG2898@1|root,COG2898@2|Bacteria,1U5FR@1239|Firmicutes,248XI@186801|Clostridia,36E5R@31979|Clostridiaceae	186801|Clostridia	S	Psort location CytoplasmicMembrane, score	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane,ABC_tran_2
MGYG000000001_01049	COG0802@1|root,COG0802@2|Bacteria,1V6CV@1239|Firmicutes,24MSS@186801|Clostridia,36IUF@31979|Clostridiaceae	186801|Clostridia	S	Threonylcarbamoyl adenosine biosynthesis protein TsaE	ydiB	-	-	ko:K06925	-	-	-	-	ko00000,ko03016	-	-	-	Acetyltransf_1,TsaE
MGYG000000001_00610	COG0662@1|root,COG2207@1|root,COG0662@2|Bacteria,COG2207@2|Bacteria,1TPMG@1239|Firmicutes,24ISI@186801|Clostridia,27T9S@186928|unclassified Lachnospiraceae	186801|Clostridia	K	AraC-like ligand binding domain	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,HTH_18
MGYG000000001_02303	COG1511@1|root,COG1511@2|Bacteria,1TQ15@1239|Firmicutes,24A8K@186801|Clostridia,27J7M@186928|unclassified Lachnospiraceae	186801|Clostridia	S	Psort location Cellwall, score	-	-	-	ko:K01421	-	-	-	-	ko00000	-	-	-	ABC2_membrane,ABC2_membrane_3
MGYG000000001_01563	COG1115@1|root,COG1115@2|Bacteria,1VSJ9@1239|Firmicutes,24EMY@186801|Clostridia,36I60@31979|Clostridiaceae	186801|Clostridia	E	amino acid carrier protein	-	-	-	-	-	-	-	-	-	-	-	-	Na_Ala_symp
MGYG000000001_02076	COG0446@1|root,COG0446@2|Bacteria,1VR2Z@1239|Firmicutes,24EMR@186801|Clostridia,25UIA@186804|Peptostreptococcaceae	186801|Clostridia	C	HI0933-like protein	-	-	-	-	-	-	-	-	-	-	-	-	Pyr_redox_2
MGYG000000001_01525	COG2252@1|root,COG2252@2|Bacteria,1TQC6@1239|Firmicutes,2494M@186801|Clostridia,36FPI@31979|Clostridiaceae	186801|Clostridia	S	hmm pf00860	-	-	-	ko:K06901	-	-	-	-	ko00000,ko02000	2.A.1.40	-	-	Xan_ur_permease
MGYG000000001_02237	COG4606@1|root,COG4606@2|Bacteria,1TSQX@1239|Firmicutes,249JQ@186801|Clostridia,25QV6@186804|Peptostreptococcaceae	186801|Clostridia	P	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily	-	-	-	ko:K02015	ko02010,map02010	M00240	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.14	-	-	FecCD
MGYG000000001_00588	2ED2P@1|root,336ZK@2|Bacteria,1VGVV@1239|Firmicutes,24TYK@186801|Clostridia	186801|Clostridia	S	Motility quorum-sensing regulator, toxin of MqsA	-	-	-	-	-	-	-	-	-	-	-	-	MqsR_toxin
MGYG000000001_03150	COG1131@1|root,COG1131@2|Bacteria,1TPUP@1239|Firmicutes,249FR@186801|Clostridia,25SMQ@186804|Peptostreptococcaceae	186801|Clostridia	V	ATPases associated with a variety of cellular activities	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
MGYG000000001_03149	COG1131@1|root,COG1131@2|Bacteria,1TPUP@1239|Firmicutes,249FR@186801|Clostridia,25SMQ@186804|Peptostreptococcaceae	186801|Clostridia	V	ATPases associated with a variety of cellular activities	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
MGYG000000001_02213	2F7IZ@1|root,33ZZJ@2|Bacteria,1VXHC@1239|Firmicutes,252JH@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_00316	2EXDK@1|root,33QQ6@2|Bacteria,1VT54@1239|Firmicutes,24XHK@186801|Clostridia,25RDN@186804|Peptostreptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_01308	COG0552@1|root,COG0552@2|Bacteria,1TPRI@1239|Firmicutes,247JD@186801|Clostridia,36EQQ@31979|Clostridiaceae	186801|Clostridia	U	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC)	ftsY	-	-	ko:K03110	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2,3.A.5.7	-	-	SRP54,SRP54_N
MGYG000000001_01658	COG0761@1|root,COG0761@2|Bacteria,1UHT7@1239|Firmicutes,25E67@186801|Clostridia,25R4P@186804|Peptostreptococcaceae	186801|Clostridia	IM	Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis	ispH	-	1.17.7.4	ko:K02945,ko:K03527	ko00900,ko01100,ko01110,ko01130,ko03010,map00900,map01100,map01110,map01130,map03010	M00096,M00178	R05884,R08210	RC01137,RC01487	br01610,ko00000,ko00001,ko00002,ko01000,ko03011	-	-	-	LYTB
MGYG000000001_01494	2ADX2@1|root,313P6@2|Bacteria,1UHF9@1239|Firmicutes,24RWS@186801|Clostridia,36MW3@31979|Clostridiaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_00224	COG1702@1|root,COG1702@2|Bacteria,1TP35@1239|Firmicutes,247ZJ@186801|Clostridia,25QQ0@186804|Peptostreptococcaceae	186801|Clostridia	T	Psort location Cytoplasmic, score	phoH	-	-	ko:K06217	-	-	-	-	ko00000	-	-	-	KH_1,PhoH
MGYG000000001_01341	COG1249@1|root,COG1249@2|Bacteria,1TP1W@1239|Firmicutes,249R3@186801|Clostridia,36EPX@31979|Clostridiaceae	186801|Clostridia	C	Dihydrolipoyl dehydrogenase	lpdA	-	1.8.1.4	ko:K00382	ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00036,M00307,M00532	R00209,R01221,R01698,R03815,R07618,R08549	RC00004,RC00022,RC00583,RC02742,RC02833,RC02834	br01601,ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Pyr_redox_2,Pyr_redox_dim
MGYG000000001_03137	COG4570@1|root,COG4570@2|Bacteria,1VF2H@1239|Firmicutes,24P18@186801|Clostridia	186801|Clostridia	L	Endodeoxyribonuclease RusA	rusA	-	-	-	-	-	-	-	-	-	-	-	RusA
MGYG000000001_02847	2EDV7@1|root,337QC@2|Bacteria,1VEH5@1239|Firmicutes,24SJC@186801|Clostridia,25U3B@186804|Peptostreptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_00911	COG0308@1|root,COG0308@2|Bacteria,1U6PC@1239|Firmicutes,24AYS@186801|Clostridia,25QI4@186804|Peptostreptococcaceae	186801|Clostridia	E	Peptidase family M1 domain	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M1
MGYG000000001_01278	28JWD@1|root,2Z9M5@2|Bacteria,1UZF1@1239|Firmicutes,24HZN@186801|Clostridia,25T02@186804|Peptostreptococcaceae	186801|Clostridia	S	Copper transport outer membrane protein, MctB	-	-	-	-	-	-	-	-	-	-	-	-	MctB
MGYG000000001_00122	COG0626@1|root,COG0626@2|Bacteria,1TPC7@1239|Firmicutes,25E6I@186801|Clostridia,25QSK@186804|Peptostreptococcaceae	186801|Clostridia	E	Cys/Met metabolism PLP-dependent enzyme	megL	-	2.5.1.48,4.4.1.11	ko:K01739,ko:K01761	ko00270,ko00450,ko00920,ko01100,ko01110,ko01130,ko01230,map00270,map00450,map00920,map01100,map01110,map01130,map01230	M00017	R00654,R00999,R01288,R02508,R03217,R03260,R04770,R04944,R04945,R04946	RC00020,RC00056,RC00069,RC00196,RC00348,RC00420,RC01209,RC01210,RC02848,RC02866	ko00000,ko00001,ko00002,ko01000	-	-	-	Cys_Met_Meta_PP
MGYG000000001_01227	COG0296@1|root,COG0296@2|Bacteria,1TP4M@1239|Firmicutes,247WH@186801|Clostridia,25QUV@186804|Peptostreptococcaceae	186801|Clostridia	G	Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position	glgB	-	2.4.1.18	ko:K00700	ko00500,ko01100,ko01110,map00500,map01100,map01110	M00565	R02110	-	ko00000,ko00001,ko00002,ko01000,ko04147	-	CBM48,GH13	-	Alpha-amylase,Alpha-amylase_C,CBM_48
MGYG000000001_01324	COG0550@1|root,COG0550@2|Bacteria,1TPUS@1239|Firmicutes,248MG@186801|Clostridia,25R1U@186804|Peptostreptococcaceae	186801|Clostridia	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone	topA	-	5.99.1.2	ko:K03168	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	CodY,HTH_CodY,Topoisom_bac,Toprim,Toprim_C_rpt,zf-C4_Topoisom
MGYG000000001_00717	COG0216@1|root,COG0216@2|Bacteria,1TQ7V@1239|Firmicutes,248CN@186801|Clostridia,36DYV@31979|Clostridiaceae	186801|Clostridia	J	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	prfA	-	-	ko:K02835	-	-	-	-	ko00000,ko03012	-	-	-	PCRF,RF-1
MGYG000000001_01060	COG0334@1|root,COG0334@2|Bacteria,1TP45@1239|Firmicutes,24960@186801|Clostridia,36EGU@31979|Clostridiaceae	186801|Clostridia	E	Belongs to the Glu Leu Phe Val dehydrogenases family	gluD	-	1.4.1.2,1.4.1.3	ko:K00260,ko:K00261	ko00220,ko00250,ko00430,ko00471,ko00910,ko01100,ko01200,ko04217,ko04964,map00220,map00250,map00430,map00471,map00910,map01100,map01200,map04217,map04964	M00740	R00243,R00248	RC00006,RC02799	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	ELFV_dehydrog,ELFV_dehydrog_N
MGYG000000001_00222	COG0671@1|root,COG0818@1|root,COG0671@2|Bacteria,COG0818@2|Bacteria,1VEGR@1239|Firmicutes,248FD@186801|Clostridia,36DSP@31979|Clostridiaceae	186801|Clostridia	IM	Diacylglycerol kinase	dgkA	-	2.7.1.107,2.7.1.66	ko:K00887,ko:K00901	ko00550,ko00561,ko00564,ko01100,ko01110,ko04070,ko04072,ko05231,map00550,map00561,map00564,map01100,map01110,map04070,map04072,map05231	-	R02240,R05626	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	DAGK_prokar,PAP2,UPF0054
MGYG000000001_02972	2E89A@1|root,32UHK@2|Bacteria,1VCWG@1239|Firmicutes,24PP4@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_01354	COG0018@1|root,COG0018@2|Bacteria,1TPEZ@1239|Firmicutes,248JZ@186801|Clostridia,25QY6@186804|Peptostreptococcaceae	186801|Clostridia	J	Arginyl-tRNA synthetase	argS	-	6.1.1.19	ko:K01887	ko00970,map00970	M00359,M00360	R03646	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d
MGYG000000001_00351	COG0491@1|root,COG0491@2|Bacteria,1V6FA@1239|Firmicutes,24JGV@186801|Clostridia,25RCT@186804|Peptostreptococcaceae	186801|Clostridia	S	Metallo-beta-lactamase domain protein	-	-	-	-	-	-	-	-	-	-	-	-	KR,Lactamase_B,PP-binding
MGYG000000001_01072	COG0122@1|root,COG0122@2|Bacteria,1TQAF@1239|Firmicutes,2495X@186801|Clostridia,36DTH@31979|Clostridiaceae	186801|Clostridia	L	8-oxoguanine DNA glycosylase	alkA	-	4.2.99.18	ko:K03660	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	HhH-GPD,Hydrolase_3,OGG_N
MGYG000000001_00739	COG3958@1|root,COG3958@2|Bacteria,1V0K5@1239|Firmicutes,24914@186801|Clostridia,25QQ5@186804|Peptostreptococcaceae	186801|Clostridia	G	Transketolase	-	-	2.2.1.1	ko:K00615	ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01067,R01641,R01830,R06590	RC00032,RC00226,RC00571,RC01560	ko00000,ko00001,ko00002,ko01000	-	-	-	Transket_pyr,Transketolase_C
MGYG000000001_02380	COG0561@1|root,COG0561@2|Bacteria,1TREF@1239|Firmicutes,24BV5@186801|Clostridia,36GUE@31979|Clostridiaceae	186801|Clostridia	S	haloacid dehalogenase-like hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
MGYG000000001_02379	COG0561@1|root,COG0561@2|Bacteria,1TREF@1239|Firmicutes,24BV5@186801|Clostridia,36GUE@31979|Clostridiaceae	186801|Clostridia	S	haloacid dehalogenase-like hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
MGYG000000001_02691	COG3666@1|root,COG3666@2|Bacteria,1TQQ9@1239|Firmicutes,24AG9@186801|Clostridia,26246@186807|Peptococcaceae	186801|Clostridia	L	PFAM Transposase DDE domain	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1,DDE_Tnp_1_6,DUF772
MGYG000000001_01485	COG1783@1|root,COG1783@2|Bacteria,1TT2C@1239|Firmicutes,24A7T@186801|Clostridia	186801|Clostridia	S	Phage terminase, large subunit, PBSX family	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_3,Terminase_3C,Terminase_6,Terminase_6C
MGYG000000001_03077	COG0017@1|root,COG0017@2|Bacteria,1TP38@1239|Firmicutes,2484D@186801|Clostridia,25QMQ@186804|Peptostreptococcaceae	186801|Clostridia	J	asparaginyl-tRNA synthetase	asnS	-	6.1.1.22	ko:K01893	ko00970,map00970	M00359,M00360	R03648	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_2,tRNA_anti-codon
MGYG000000001_00835	COG0737@1|root,COG0737@2|Bacteria,1TPV2@1239|Firmicutes,2491Y@186801|Clostridia,36ERD@31979|Clostridiaceae	186801|Clostridia	F	Belongs to the 5'-nucleotidase family	-	-	3.1.3.6,3.1.4.16	ko:K01119	ko00230,ko00240,map00230,map00240	-	R01562,R01877,R02148,R02370,R03537,R03538,R03929,R05135	RC00078,RC00296	ko00000,ko00001,ko01000	-	-	-	5_nucleotid_C,CW_binding_2,Gram_pos_anchor,LysM,Metallophos,Phosphodiest,SBP_bac_8,SLH
MGYG000000001_00633	COG4283@1|root,COG4283@2|Bacteria,1TSF1@1239|Firmicutes,2493R@186801|Clostridia,36IQ3@31979|Clostridiaceae	186801|Clostridia	S	Protein of unknown function (DUF1706)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1706
MGYG000000001_01840	COG1109@1|root,COG1109@2|Bacteria,1TP2N@1239|Firmicutes,2481Y@186801|Clostridia,25QDM@186804|Peptostreptococcaceae	186801|Clostridia	G	Phosphoglucomutase/phosphomannomutase, C-terminal domain	pgcA	-	5.4.2.2,5.4.2.8	ko:K01835,ko:K01840	ko00010,ko00030,ko00051,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130	M00114,M00549	R00959,R01057,R01818,R08639	RC00408	ko00000,ko00001,ko00002,ko01000	-	-	-	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV
MGYG000000001_01095	COG5492@1|root,COG5492@2|Bacteria,1UJ5G@1239|Firmicutes,255EZ@186801|Clostridia	186801|Clostridia	N	domain, Protein	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_01224	COG0297@1|root,COG0297@2|Bacteria,1TQ4M@1239|Firmicutes,248G1@186801|Clostridia,25R7P@186804|Peptostreptococcaceae	186801|Clostridia	G	Synthesizes alpha-1,4-glucan chains using ADP-glucose	glgA	-	2.4.1.21	ko:K00703	ko00500,ko01100,ko01110,ko02026,map00500,map01100,map01110,map02026	M00565	R02421	RC00005	ko00000,ko00001,ko00002,ko01000,ko01003	-	GT5	-	Glyco_transf_5,Glycos_transf_1
MGYG000000001_01288	COG1559@1|root,COG1559@2|Bacteria,1TS48@1239|Firmicutes,2493B@186801|Clostridia,25QDY@186804|Peptostreptococcaceae	186801|Clostridia	S	Functions as a peptidoglycan terminase that cleaves nascent peptidoglycan strands endolytically to terminate their elongation	mltG	-	-	ko:K07082	-	-	-	-	ko00000	-	-	-	YceG
MGYG000000001_01320	COG2843@1|root,COG2843@2|Bacteria,1UZW4@1239|Firmicutes,24950@186801|Clostridia,36WWA@31979|Clostridiaceae	186801|Clostridia	M	Bacterial capsule synthesis protein PGA_cap	capA	-	-	ko:K07282	-	-	-	-	ko00000	-	-	-	PGA_cap
MGYG000000001_01384	COG2221@1|root,COG2221@2|Bacteria,1UI1A@1239|Firmicutes,25EAA@186801|Clostridia,36UIZ@31979|Clostridiaceae	186801|Clostridia	C	Nitrite/Sulfite reductase ferredoxin-like half domain	dsvA	-	-	-	-	-	-	-	-	-	-	-	C_GCAxxG_C_C,Fer4,Fer4_10,NIR_SIR,NIR_SIR_ferr
MGYG000000001_01416	COG2963@1|root,COG2963@2|Bacteria,1VW3A@1239|Firmicutes,24J72@186801|Clostridia,36JBQ@31979|Clostridiaceae	186801|Clostridia	L	transposase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_01448	COG2116@1|root,COG2116@2|Bacteria,1TRTT@1239|Firmicutes,24BU5@186801|Clostridia,36F4N@31979|Clostridiaceae	186801|Clostridia	P	Formate nitrite	fnt	-	-	ko:K02598	-	-	-	-	ko00000,ko02000	1.A.16.3	-	-	Form_Nir_trans
MGYG000000001_01512	COG0433@1|root,COG0433@2|Bacteria,1V4Z4@1239|Firmicutes,24E9I@186801|Clostridia,36GXR@31979|Clostridiaceae	186801|Clostridia	S	COG0433 Predicted ATPase	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_01608	COG0618@1|root,COG0618@2|Bacteria,1TPXX@1239|Firmicutes,248R3@186801|Clostridia,36DFF@31979|Clostridiaceae	186801|Clostridia	S	domain protein	nrnA	-	3.1.13.3,3.1.3.7	ko:K06881	ko00920,ko01100,ko01120,map00920,map01100,map01120	-	R00188,R00508	RC00078	ko00000,ko00001,ko01000,ko03400	-	-	-	DHH,DHHA1,RBFA
MGYG000000001_01769	COG2094@1|root,COG2094@2|Bacteria,1V1E6@1239|Firmicutes,24FRV@186801|Clostridia,25SA4@186804|Peptostreptococcaceae	186801|Clostridia	L	Methylpurine-DNA glycosylase (MPG)	-	-	3.2.2.21	ko:K03652	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Pur_DNA_glyco
MGYG000000001_01866	COG0642@1|root,COG2205@2|Bacteria,1TQMV@1239|Firmicutes,247SE@186801|Clostridia,36ERF@31979|Clostridiaceae	186801|Clostridia	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	ABC_sub_bind,HATPase_c,HisKA,PAS,PAS_3,PAS_4,PAS_8,PAS_9,Reg_prop,Y_Y_Y
MGYG000000001_01898	2CK1N@1|root,32SBC@2|Bacteria,1VCBF@1239|Firmicutes,24P0H@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_01962	COG1737@1|root,COG1737@2|Bacteria,1TR5E@1239|Firmicutes,247Z7@186801|Clostridia,25VC6@186806|Eubacteriaceae	186801|Clostridia	K	Helix-turn-helix domain, rpiR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_6,SIS
MGYG000000001_01994	COG0524@1|root,COG1522@1|root,COG0524@2|Bacteria,COG1522@2|Bacteria,1TQR4@1239|Firmicutes,24AUP@186801|Clostridia,36F1Z@31979|Clostridiaceae	186801|Clostridia	G	hmm pf00294	rbsK	-	2.7.1.15,2.7.1.83	ko:K00852,ko:K16328	ko00030,ko00240,map00030,map00240	-	R01051,R02750,R03315	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	HTH_11,HTH_24,PfkB
MGYG000000001_02126	28PVT@1|root,2ZCGB@2|Bacteria,1V3TG@1239|Firmicutes,2488T@186801|Clostridia,36EFU@31979|Clostridiaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02158	COG1564@1|root,COG1564@2|Bacteria,1VA0W@1239|Firmicutes,24NG6@186801|Clostridia,25RB0@186804|Peptostreptococcaceae	186801|Clostridia	H	thiamine	thiN	-	2.7.6.2	ko:K00949	ko00730,ko01100,map00730,map01100	-	R00619	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	TPK_B1_binding,TPK_catalytic
MGYG000000001_02320	COG1633@1|root,COG1633@2|Bacteria,1V72Y@1239|Firmicutes,24JY4@186801|Clostridia,25TFA@186804|Peptostreptococcaceae	186801|Clostridia	S	Coat F domain	-	-	-	-	-	-	-	-	-	-	-	-	Coat_F,Ferritin_2,Rubrerythrin,gpW
MGYG000000001_02384	COG1263@1|root,COG1264@1|root,COG2190@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,COG2190@2|Bacteria,1TP5X@1239|Firmicutes,247WT@186801|Clostridia,36DI9@31979|Clostridiaceae	186801|Clostridia	G	Pts system	-	-	-	ko:K02755,ko:K02756,ko:K02757	ko02060,map02060	M00271	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.2.11,4.A.1.2.2,4.A.1.2.5,4.A.1.2.6	-	-	PTS_EIIA_1,PTS_EIIB,PTS_EIIC
MGYG000000001_02610	COG1894@1|root,COG1894@2|Bacteria,1TQB0@1239|Firmicutes,2483E@186801|Clostridia,36EMP@31979|Clostridiaceae	186801|Clostridia	C	Respiratory-chain NADH dehydrogenase domain 51 kDa subunit	-	-	1.12.1.3,1.6.5.3	ko:K00335,ko:K18331	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	2Fe-2S_thioredx,Complex1_51K,Fer4,Fer4_7,NADH_4Fe-4S,SLBB
MGYG000000001_02706	COG0681@1|root,COG0681@2|Bacteria,1V7H9@1239|Firmicutes,24MVR@186801|Clostridia,25RGZ@186804|Peptostreptococcaceae	186801|Clostridia	U	Signal peptidase, peptidase S26	lepB	-	3.4.21.89	ko:K03100	ko02024,ko03060,map02024,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_S24,Peptidase_S26
MGYG000000001_02738	COG0388@1|root,COG0388@2|Bacteria,1TQDK@1239|Firmicutes,24AWV@186801|Clostridia,36F84@31979|Clostridiaceae	186801|Clostridia	S	Nitrilase cyanide hydratase and apolipoprotein N-acyltransferase	nit	-	-	ko:K11206	-	-	-	-	ko00000,ko01000	-	-	-	CN_hydrolase
MGYG000000001_02803	2F636@1|root,33YMH@2|Bacteria,1VYAW@1239|Firmicutes	1239|Firmicutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02835	2EBCU@1|root,335DI@2|Bacteria,1VENS@1239|Firmicutes,24T2K@186801|Clostridia,36NN5@31979|Clostridiaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000001_02899	COG0155@1|root,COG0155@2|Bacteria,1TS58@1239|Firmicutes,248DQ@186801|Clostridia	186801|Clostridia	C	Belongs to the nitrite and sulfite reductase 4Fe-4S domain family	nirA	-	1.7.7.1,1.8.7.1	ko:K00366,ko:K00392	ko00910,ko00920,ko01100,ko01120,map00910,map00920,map01100,map01120	M00176,M00531	R00790,R00859,R03600	RC00065,RC00176	ko00000,ko00001,ko00002,ko01000	-	-	-	NIR_SIR,NIR_SIR_ferr,TusA
MGYG000000001_02963	COG3867@1|root,COG3867@2|Bacteria,1TQDZ@1239|Firmicutes,4HBYA@91061|Bacilli,1ZBZ2@1386|Bacillus	91061|Bacilli	G	arabinogalactan	ganB	-	3.2.1.89	ko:K01224	-	-	-	-	ko00000,ko01000	-	-	-	Big_2,Big_4,CW_binding_1,DUF5013,F5_F8_type_C,FIVAR,Glyco_hydro_53,Gram_pos_anchor,SLH
